Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,825.23",-13.17,-0.46,"5,434,240,276.30"
Sensitive Index,473.71,-3.21,-0.67,"1,389,236,207.60"
Float Index,190.77,-1.19,-0.62,"5,365,129,714.50"
Sensitive Float Index,160.01,-1.23,-0.76,"1,389,236,207.60"
Banking SubIndex,"1,459.49",-12.47,-0.84,"307,712,844.00"
Development Bank Index,"5,988.41",-9.65,-0.16,"263,344,572.20"
Finance Index,"2,434.03",-17.30,-0.70,"83,527,007.20"
Hotels And Tourism,"8,360.91",84.06,1.01,"421,869,133.40"
HydroPower Index,"4,085.03",-9.62,-0.23,"2,965,058,458.50"
Investment,105.36,-0.89,-0.84,"217,764,479.60"
Life Insurance,"12,693.38",-80.17,-0.62,"74,314,498.00"
Manufacturing And Processing,"11,586.63",-98.68,-0.84,"617,594,907.40"
Microfinance Index,"4,901.00",-24.52,-0.49,"161,054,267.20"
Mutual Fund,21.99,-0.01,-0.08,"9,918,505.40"
Non Life Insurance,"11,073.86",-12.84,-0.11,"34,631,519.40"
Others Index,"2,077.86",-8.37,-0.40,"214,406,951.30"
Trading Index,"3,862.49",19.45,0.50,"3,851,076.30"
