Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,649.60",-5.09,-0.19,"6,216,814,313.00"
Sensitive Index,473.81,-1.63,-0.34,"5,520,110,000.00"
Float Index,182.62,-0.17,-0.09,"5,871,850,000.00"
Sensitive Float Index,153.71,-0.36,-0.23,"3,722,130,000.00"
Banking SubIndex,"1,771.61",-4.99,-0.28,"916,240,000.00"
Development Bank Index,"2,816.36",-3.26,-0.12,"1,421,830,000.00"
Finance Index,"1,252.48",10.08,0.81,"215,952,000.00"
Hotels And Tourism,"3,314.00",-37.78,-1.13,"38,894,600.00"
HydroPower Index,"2,657.27",45.27,1.73,"1,815,810,000.00"
Investment,98.37,-0.51,-0.51,"287,685,000.00"
Life Insurance,"17,349.96",-55.24,-0.32,"231,043,000.00"
Manufacturing And Processing,"5,763.58",-67.07,-1.15,"146,312,000.00"
Microfinance Index,"5,525.98",-3.89,-0.07,"1,670,440,000.00"
Mutual Fund,13.44,-0.02,-0.12,"34,787,600.00"
Non Life Insurance,"13,263.29",9.27,0.07,"553,485,000.00"
Others Index,"2,068.74",-21.91,-1.05,"469,929,000.00"
Trading Index,"3,930.86",9.41,0.24,"24,980,300.00"
