Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,652.80",4.22,0.26,"3,699,879,726.00"
Sensitive Index,325.33,-0.61,-0.19,"3,441,990,000.00"
Float Index,114.54,-0.17,-0.14,"3,668,240,000.00"
Sensitive Float Index,106.58,-0.47,-0.44,"2,586,490,000.00"
Banking SubIndex,"1,288.85",-11.52,-0.89,"867,826,000.00"
Development Bank Index,"2,084.01",-15.26,-0.73,"471,373,000.00"
Finance Index,869.71,0.92,0.11,"274,861,000.00"
Hotels And Tourism,"1,780.99",-4.10,-0.23,"19,291,100.00"
HydroPower Index,"1,447.79",-15.23,-1.04,"642,465,000.00"
Life Insurance,"9,774.87",-17.19,-0.18,"303,377,000.00"
Manufacturing And Processing,"3,183.44",26.68,0.85,"199,318,000.00"
Microfinance Index,"2,697.89",31.62,1.19,"390,153,000.00"
Mutual Fund,11.00,-0.04,-0.41,"10,851,200.00"
Non Life Insurance,"8,275.13",65.85,0.80,"531,174,000.00"
Others Index,"1,155.93",46.64,4.20,"791,378,000.00"
Trading Index,"1,390.43",58.80,4.42,"10,058,700.00"
