Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,400.01",1.77,0.13,"2,125,977,034.00"
Sensitive Index,294.95,1.09,0.37,"2,276,530,000.00"
Float Index,99.20,0.12,0.12,"2,051,430,000.00"
Sensitive Float Index,98.45,0.50,0.51,"1,857,210,000.00"
Banking SubIndex,"1,198.57",7.53,0.63,"720,533,000.00"
Development Bank Index,"1,866.07",14.55,0.78,"445,098,000.00"
Finance Index,671.92,-5.85,-0.87,"177,741,000.00"
Hotels And Tourism,"1,912.17",-33.27,-1.74,"5,697,830.00"
HydroPower Index,"1,031.21",-17.62,-1.71,"114,722,000.00"
Life Insurance,"8,107.67",-45.93,-0.57,"228,707,000.00"
Manufacturing And Processing,"2,711.52",30.75,1.13,"168,994,000.00"
Microfinance Index,"2,406.50",-13.10,-0.54,"299,031,000.00"
Mutual Fund,10.30,0.19,1.84,"2,444,330.00"
Non Life Insurance,"6,787.75",-11.15,-0.16,"533,055,000.00"
Others Index,706.17,-2.34,-0.33,"35,398,700.00"
Trading Index,888.05,2.95,0.33,"12,529,900.00"
