Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,831.05",15.92,0.88,"663,013,000.44"
Sensitive Index,358.14,2.54,0.71,"600,657,000.00"
Float Index,127.68,1.43,1.13,"640,795,000.00"
Sensitive Float Index,116.09,1.11,0.97,"392,480,000.00"
Banking SubIndex,"1,285.47",12.56,0.99,"94,865,273.90"
Development Bank Index,"3,252.36",51.86,1.62,"54,786,195.20"
Finance Index,"1,499.28",21.60,1.46,"46,429,025.10"
Hotels And Tourism,"2,480.71",-20.39,-0.82,"10,985,433.50"
HydroPower Index,"1,955.10",24.66,1.28,"205,719,273.50"
Investment,55.72,0.23,0.41,"29,016,169.60"
Life Insurance,"8,698.79",50.32,0.58,"14,873,103.20"
Manufacturing And Processing,"4,611.02",16.68,0.36,"34,706,887.40"
Microfinance Index,"4,084.25",36.36,0.90,"100,474,309.00"
Mutual Fund,13.42,-0.06,-0.47,"2,134,978.45"
Non Life Insurance,"7,459.33",31.74,0.43,"20,916,878.70"
Others Index,"1,303.65",8.73,0.67,"24,664,798.40"
Trading Index,"1,794.51",16.28,0.92,"3,357,303.90"
