Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,681.50",-1.64,-0.06,"7,499,742,098.45"
Sensitive Index,456.00,-0.70,-0.15,"1,912,437,903.90"
Float Index,184.21,-0.19,-0.10,"7,451,562,282.10"
Sensitive Float Index,155.67,-0.19,-0.12,"1,912,437,903.90"
Banking SubIndex,"1,364.51",-4.56,-0.33,"334,456,765.10"
Development Bank Index,"5,764.90",6.07,0.10,"392,701,742.80"
Finance Index,"2,523.65",23.33,0.93,"352,898,747.10"
Hotels And Tourism,"7,670.11",14.08,0.18,"279,345,480.70"
HydroPower Index,"3,522.93",13.40,0.38,"3,867,379,033.10"
Investment,103.86,0.09,0.08,"265,213,892.40"
Life Insurance,"12,898.39",-17.19,-0.13,"184,999,526.00"
Manufacturing And Processing,"9,307.28",-49.64,-0.53,"1,105,455,824.90"
Microfinance Index,"4,907.50",-15.14,-0.30,"212,635,277.30"
Mutual Fund,21.40,-0.06,-0.31,"15,227,987.86"
Non Life Insurance,"11,036.94",15.18,0.13,"98,998,261.60"
Others Index,"2,327.28",-7.25,-0.31,"347,419,764.10"
Trading Index,"3,809.58",18.91,0.49,"10,057,967.00"
