Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,403.86",7.59,0.54,"1,290,252,213.00"
Sensitive Index,294.24,1.47,0.50,"891,972,000.00"
Float Index,98.34,0.53,0.54,"936,878,000.00"
Sensitive Float Index,96.80,0.49,0.51,"766,518,000.00"
Banking SubIndex,"1,204.09",7.05,0.59,"379,183,000.00"
Development Bank Index,"1,756.85",6.24,0.36,"155,599,000.00"
Finance Index,656.76,-0.84,-0.13,"70,932,900.00"
Hotels And Tourism,"1,551.88",33.77,2.22,"3,920,440.00"
HydroPower Index,950.94,-3.55,-0.37,"38,054,300.00"
Life Insurance,"8,391.58",58.74,0.70,"116,594,000.00"
Manufacturing And Processing,"2,724.56",8.15,0.30,"30,318,500.00"
Microfinance Index,"2,388.96",15.73,0.66,"135,468,000.00"
Mutual Fund,10.48,-0.06,-0.56,"2,241,680.00"
Non Life Insurance,"6,391.64",46.71,0.74,"195,544,000.00"
Others Index,802.10,3.82,0.48,"110,019,000.00"
Trading Index,843.26,9.44,1.13,"3,576,950.00"
