Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,731.59",5.08,0.18,"11,493,989,185.27"
Sensitive Index,464.26,-0.19,-0.04,"3,241,842,129.60"
Float Index,188.00,0.43,0.23,"11,397,868,787.60"
Sensitive Float Index,158.60,0.02,0.01,"3,241,842,129.60"
Banking SubIndex,"1,391.62",-1.50,-0.10,"426,012,975.90"
Development Bank Index,"5,928.59",9.14,0.15,"664,911,524.30"
Finance Index,"2,607.97",34.30,1.33,"645,043,049.60"
Hotels And Tourism,"7,621.30",6.94,0.09,"335,179,221.60"
HydroPower Index,"3,584.16",32.50,0.91,"6,237,174,399.70"
Investment,105.45,-0.19,-0.18,"366,196,314.70"
Life Insurance,"13,163.77",-11.95,-0.09,"325,600,544.50"
Manufacturing And Processing,"9,460.89",38.74,0.41,"1,312,208,187.20"
Microfinance Index,"5,010.31",-6.53,-0.13,"330,755,694.20"
Mutual Fund,21.31,0.05,0.25,"9,751,228.07"
Non Life Insurance,"11,193.08",-8.56,-0.07,"135,047,089.60"
Others Index,"2,402.71",7.40,0.30,"589,127,984.00"
Trading Index,"3,793.40",8.48,0.22,"30,611,802.30"
