Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,097.55",25.31,1.22,"3,187,695,774.33"
Sensitive Index,392.15,3.28,0.84,"1,005,468,969.30"
Float Index,144.88,1.67,1.17,"3,117,242,096.90"
Sensitive Float Index,128.46,0.96,0.76,"1,000,913,521.70"
Banking SubIndex,"1,214.78",8.77,0.73,"277,344,800.60"
Development Bank Index,"3,937.49",30.87,0.79,"196,861,258.60"
Finance Index,"1,967.40",-39.20,-1.95,"338,557,095.90"
Hotels And Tourism,"5,799.08",-51.08,-0.87,"174,489,447.20"
HydroPower Index,"2,430.13",102.72,4.41,"677,586,123.90"
Investment,73.15,0.40,0.55,"95,840,054.90"
Life Insurance,"12,133.48",38.97,0.32,"307,487,944.00"
Manufacturing And Processing,"5,649.48",59.48,1.06,"414,990,522.00"
Microfinance Index,"4,012.45",73.75,1.87,"237,026,519.70"
Mutual Fund,14.77,0.26,1.76,"4,555,466.99"
Non Life Insurance,"11,293.58",106.80,0.95,"284,058,715.00"
Others Index,"1,555.92",16.05,1.04,"101,793,253.90"
Trading Index,"2,687.32",9.07,0.34,"11,206,361.20"
