Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,544.59",-20.56,-0.80,"3,848,586,411.67"
Sensitive Index,441.04,-3.33,-0.74,"1,661,426,344.30"
Float Index,174.14,-1.33,-0.76,"3,779,229,520.90"
Sensitive Float Index,149.55,-1.09,-0.72,"1,661,426,344.30"
Banking SubIndex,"1,329.81",-9.01,-0.67,"281,098,421.60"
Development Bank Index,"5,269.03",-16.25,-0.30,"130,886,611.30"
Finance Index,"2,262.89",-18.08,-0.79,"101,852,192.30"
Hotels And Tourism,"6,276.49",-11.63,-0.18,"72,827,633.30"
HydroPower Index,"3,296.94",-23.37,-0.70,"1,765,309,823.00"
Investment,102.21,-1.02,-0.99,"541,593,840.40"
Life Insurance,"12,714.27",-128.41,-0.99,"194,329,240.60"
Manufacturing And Processing,"7,287.78",16.96,0.23,"185,245,310.30"
Microfinance Index,"4,802.59",-33.76,-0.69,"268,874,304.20"
Mutual Fund,19.82,-0.17,-0.86,"9,787,473.97"
Non Life Insurance,"10,622.59",-58.68,-0.54,"79,298,650.70"
Others Index,"2,301.88",-31.18,-1.33,"151,304,912.00"
Trading Index,"3,768.81",-90.94,-2.35,"6,608,581.20"
