Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,703.39",3.35,0.12,"7,844,642,487.27"
Sensitive Index,450.08,2.30,0.51,"2,435,367,500.30"
Float Index,181.52,0.52,0.29,"7,766,082,731.80"
Sensitive Float Index,151.36,0.98,0.65,"2,435,367,500.30"
Banking SubIndex,"1,377.43",13.13,0.96,"635,737,763.70"
Development Bank Index,"5,500.50",-9.59,-0.17,"426,823,231.30"
Finance Index,"2,595.80",-41.97,-1.59,"248,514,357.30"
Hotels And Tourism,"6,427.50",-8.02,-0.12,"60,078,131.40"
HydroPower Index,"3,504.91",1.38,0.03,"2,777,168,372.00"
Investment,110.24,-0.03,-0.03,"940,712,656.70"
Life Insurance,"13,420.92",-90.20,-0.66,"503,624,900.00"
Manufacturing And Processing,"7,032.29",-70.24,-0.98,"281,903,195.20"
Microfinance Index,"4,846.89",-18.29,-0.37,"326,518,789.60"
Mutual Fund,19.21,-0.04,-0.24,"11,004,095.27"
Non Life Insurance,"12,342.50",72.49,0.59,"163,895,187.00"
Others Index,"2,472.47",35.47,1.45,"1,356,846,387.30"
Trading Index,"4,796.38",-81.22,-1.66,"44,259,760.30"
