Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,034.82",-27.21,-1.31,"3,775,422,196.16"
Sensitive Index,365.20,-3.35,-0.91,"730,667,238.60"
Float Index,138.87,-1.86,-1.32,"3,735,832,376.70"
Sensitive Float Index,119.77,-1.02,-0.84,"720,825,961.10"
Banking SubIndex,"1,106.95",-7.32,-0.65,"338,066,182.90"
Development Bank Index,"3,990.74",-69.31,-1.70,"123,200,235.50"
Finance Index,"1,788.46",-49.69,-2.70,"148,942,694.90"
Hotels And Tourism,"5,263.52",-61.75,-1.15,"55,055,668.30"
HydroPower Index,"2,645.20",-58.30,-2.15,"1,741,645,248.00"
Investment,77.30,-1.21,-1.55,"207,561,082.30"
Life Insurance,"10,255.10",-139.47,-1.34,"199,856,732.80"
Manufacturing And Processing,"5,705.07",-39.08,-0.68,"180,174,433.30"
Microfinance Index,"3,633.02",-38.94,-1.06,"100,666,630.80"
Mutual Fund,18.11,-0.02,-0.16,"7,279,315.77"
Non Life Insurance,"10,545.93",-206.39,-1.91,"136,363,958.60"
Others Index,"1,720.97",-23.16,-1.32,"499,088,352.30"
Trading Index,"2,732.17",-41.01,-1.47,"5,211,157.00"
