Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,326.53",-10.13,-0.76,"1,078,462,141.00"
Sensitive Index,279.95,-2.64,-0.93,"796,145,000.00"
Float Index,92.82,-0.78,-0.83,"729,437,000.00"
Sensitive Float Index,91.83,-0.80,-0.86,"679,319,000.00"
Banking SubIndex,"1,124.85",-10.79,-0.95,"241,195,000.00"
Development Bank Index,"1,701.89",-7.00,-0.41,"165,211,000.00"
Finance Index,648.33,-1.78,-0.27,"71,675,500.00"
Hotels And Tourism,"1,515.41",-42.43,-2.72,"3,417,910.00"
HydroPower Index,952.24,-8.68,-0.90,"21,209,300.00"
Life Insurance,"7,939.04",-60.29,-0.75,"117,985,000.00"
Manufacturing And Processing,"2,684.81",-13.08,-0.48,"59,199,500.00"
Microfinance Index,"2,236.96",-10.13,-0.45,"131,787,000.00"
Mutual Fund,9.64,0.10,1.05,"1,714,850.00"
Non Life Insurance,"6,118.06",-30.14,-0.49,"214,920,000.00"
Others Index,749.05,-2.79,-0.37,"275,479,000.00"
Trading Index,878.77,15.31,1.77,"3,737,910.00"
