Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,096.32",5.68,0.27,"3,212,283,453.62"
Sensitive Index,378.64,0.67,0.17,"624,726,834.80"
Float Index,143.07,0.41,0.28,"3,128,575,967.88"
Sensitive Float Index,124.07,0.17,0.14,"595,661,335.90"
Banking SubIndex,"1,143.13",-0.56,-0.04,"194,215,594.08"
Development Bank Index,"4,094.24",25.99,0.63,"172,212,290.00"
Finance Index,"1,801.27",3.29,0.18,"64,720,652.60"
Hotels And Tourism,"5,536.39",20.06,0.36,"142,145,071.60"
HydroPower Index,"2,676.32",37.51,1.42,"1,547,760,444.70"
Investment,80.03,0.12,0.15,"181,698,256.90"
Life Insurance,"10,675.18",-12.43,-0.11,"193,839,643.00"
Manufacturing And Processing,"5,831.00",15.64,0.26,"144,068,355.90"
Microfinance Index,"3,738.71",20.78,0.55,"109,428,187.50"
Mutual Fund,18.23,-0.18,-1.00,"3,816,914.34"
Non Life Insurance,"10,845.17",42.25,0.39,"99,379,654.20"
Others Index,"1,796.24",-11.94,-0.66,"264,677,362.90"
Trading Index,"2,856.07",31.74,1.12,"14,430,454.50"
