Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,407.25",-51.23,-2.08,"4,952,722,195.00"
Sensitive Index,435.13,-10.10,-2.27,"4,780,390,000.00"
Float Index,165.77,-3.18,-1.88,"4,851,050,000.00"
Sensitive Float Index,141.17,-2.75,-1.91,"3,463,970,000.00"
Banking SubIndex,"1,730.72",-32.33,-1.83,"1,380,000,000.00"
Development Bank Index,"2,494.17",-37.84,-1.49,"604,479,000.00"
Finance Index,"1,125.25",-18.89,-1.65,"313,437,000.00"
Hotels And Tourism,"2,465.77",61.12,2.54,"9,273,170.00"
HydroPower Index,"2,107.28",47.82,2.32,"1,033,360,000.00"
Investment,92.78,-2.56,-2.68,"429,501,000.00"
Life Insurance,"15,842.75",-453.90,-2.79,"450,805,000.00"
Manufacturing And Processing,"5,234.45",-96.34,-1.81,"120,725,000.00"
Microfinance Index,"4,110.38",-90.68,-2.16,"507,283,000.00"
Mutual Fund,12.73,-0.20,-1.51,"13,023,600.00"
Non Life Insurance,"12,068.91",-374.53,-3.01,"956,220,000.00"
Others Index,"1,916.54",-96.36,-4.79,"666,567,000.00"
Trading Index,"3,726.43",-213.16,-5.41,"18,468,300.00"
