Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,938.25",-30.77,-1.56,"1,392,354,893.48"
Sensitive Index,368.70,-4.86,-1.30,"487,747,331.20"
Float Index,136.20,-2.11,-1.53,"1,341,962,212.50"
Sensitive Float Index,123.23,-1.76,-1.40,"483,787,059.20"
Banking SubIndex,"1,285.08",-12.08,-0.93,"203,214,183.10"
Development Bank Index,"3,506.62",-49.40,-1.39,"71,622,637.00"
Finance Index,"1,623.78",-29.69,-1.80,"52,200,879.30"
Hotels And Tourism,"3,031.99",-68.10,-2.20,"10,559,196.70"
HydroPower Index,"2,463.71",-53.04,-2.11,"383,946,795.60"
Investment,62.97,-1.08,-1.69,"67,842,356.60"
Life Insurance,"9,703.01",-173.34,-1.76,"106,323,100.30"
Manufacturing And Processing,"4,560.82",-142.45,-3.03,"143,635,824.70"
Microfinance Index,"3,650.14",-88.90,-2.38,"198,409,080.60"
Mutual Fund,13.93,-0.08,-0.57,"2,708,792.05"
Non Life Insurance,"8,623.88",-63.95,-0.74,"51,849,522.30"
Others Index,"1,400.29",-27.75,-1.94,"38,220,661.30"
Trading Index,"2,093.37",-7.82,-0.37,"14,137,975.00"
