Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,888.32",2.71,0.14,"751,330,393.70"
Sensitive Index,359.37,0.23,0.07,"226,007,014.80"
Float Index,132.13,0.18,0.14,"734,297,861.80"
Sensitive Float Index,119.60,0.06,0.05,"224,849,154.40"
Banking SubIndex,"1,229.07",-0.16,-0.01,"150,980,374.40"
Development Bank Index,"3,448.28",24.54,0.72,"38,654,336.50"
Finance Index,"1,580.05",7.14,0.45,"21,926,244.20"
Hotels And Tourism,"3,492.54",-65.82,-1.85,"113,603,829.70"
HydroPower Index,"2,444.74",7.22,0.30,"200,587,348.20"
Investment,63.03,-0.08,-0.12,"23,071,672.40"
Life Insurance,"9,440.00",82.10,0.88,"40,659,922.90"
Manufacturing And Processing,"4,365.02",25.98,0.60,"53,883,829.30"
Microfinance Index,"3,387.53",3.95,0.12,"43,558,147.40"
Mutual Fund,13.64,0.16,1.19,"1,042,389.98"
Non Life Insurance,"8,556.51",-19.19,-0.22,"32,840,623.30"
Others Index,"1,407.72",4.49,0.32,"12,916,600.20"
Trading Index,"2,099.31",4.46,0.21,"1,614,933.30"
