Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,595.24",-27.64,-1.05,"5,150,768,938.97"
Sensitive Index,452.46,-3.93,-0.86,"2,337,788,629.30"
Float Index,177.96,-1.91,-1.06,"5,079,078,558.80"
Sensitive Float Index,153.68,-1.30,-0.84,"2,337,788,629.30"
Banking SubIndex,"1,362.00",-9.12,-0.66,"339,869,818.00"
Development Bank Index,"5,469.34",-81.60,-1.47,"203,659,075.90"
Finance Index,"2,304.05",-52.28,-2.21,"111,170,028.60"
Hotels And Tourism,"6,298.69",-59.75,-0.93,"198,143,752.20"
HydroPower Index,"3,333.77",-41.10,-1.21,"2,256,286,179.50"
Investment,104.48,-0.92,-0.87,"447,487,357.40"
Life Insurance,"13,000.07",-191.14,-1.44,"230,730,936.40"
Manufacturing And Processing,"7,275.54",-66.81,-0.91,"369,875,375.90"
Microfinance Index,"4,901.03",-37.47,-0.75,"357,102,181.20"
Mutual Fund,20.24,-0.06,-0.31,"3,454,703.88"
Non Life Insurance,"10,901.89",-133.80,-1.21,"132,105,632.90"
Others Index,"2,363.28",-43.66,-1.81,"421,008,594.80"
Trading Index,"3,825.81",-4.28,-0.11,"11,639,626.00"
