Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,706.36",2.40,0.08,"9,500,003,268.95"
Sensitive Index,463.79,-0.67,-0.14,"3,531,452,342.60"
Float Index,185.70,-0.23,-0.12,"8,920,655,213.20"
Sensitive Float Index,158.39,-0.33,-0.21,"3,531,452,342.60"
Banking SubIndex,"1,404.35",1.63,0.11,"684,934,971.60"
Development Bank Index,"5,593.87",-87.42,-1.53,"591,888,255.70"
Finance Index,"2,550.83",62.10,2.49,"724,632,061.80"
Hotels And Tourism,"6,756.27",-17.19,-0.25,"111,505,958.40"
HydroPower Index,"3,568.34",-38.22,-1.05,"3,301,067,085.30"
Investment,111.95,0.41,0.37,"615,854,966.90"
Life Insurance,"13,343.48",-176.71,-1.30,"773,448,553.50"
Manufacturing And Processing,"7,188.19",45.67,0.63,"286,864,517.00"
Microfinance Index,"4,858.86",-3.40,-0.06,"492,180,520.20"
Mutual Fund,19.60,0.02,0.14,"67,840,565.76"
Non Life Insurance,"12,650.01",-65.37,-0.51,"390,534,733.90"
Others Index,"2,379.38",70.86,3.06,"936,051,669.90"
Trading Index,"4,202.86",36.72,0.88,"11,691,919.00"
