Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,060.55",-7.72,-0.37,"2,047,093,688.56"
Sensitive Index,398.58,-1.49,-0.37,"1,291,940,000.00"
Float Index,142.12,-0.23,-0.16,"2,028,810,000.00"
Sensitive Float Index,131.14,0.12,0.09,"1,245,210,000.00"
Banking SubIndex,"1,357.98",1.04,0.10,"203,214,242.90"
Development Bank Index,"3,775.29",-35.20,-0.92,"174,595,844.30"
Finance Index,"1,827.21",-16.90,-0.92,"174,582,504.30"
Hotels And Tourism,"2,814.87",29.56,1.06,"32,795,881.90"
HydroPower Index,"2,469.62",-28.78,-1.15,"764,577,283.40"
Investment,67.37,-0.53,-0.78,"50,287,397.50"
Life Insurance,"9,412.33",-37.02,-0.39,"63,963,076.90"
Manufacturing And Processing,"5,137.23",22.78,0.45,"100,296,427.00"
Microfinance Index,"4,700.60",-7.71,-0.16,"325,193,333.40"
Mutual Fund,14.63,-0.09,-0.62,"6,868,482.13"
Non Life Insurance,"8,267.22",8.30,0.10,"47,237,526.30"
Others Index,"1,532.72",-25.96,-1.67,"78,626,270.70"
Trading Index,"2,093.08",-41.15,-1.93,"13,441,305.50"
