Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,431.60",21.26,1.51,"2,139,202,075.00"
Sensitive Index,293.14,3.59,1.24,"2,071,610,000.00"
Float Index,100.15,1.53,1.55,"2,129,170,000.00"
Sensitive Float Index,96.64,1.34,1.40,"1,750,990,000.00"
Banking SubIndex,"1,199.67",16.08,1.36,"529,781,000.00"
Development Bank Index,"1,752.73",17.16,0.99,"282,136,000.00"
Finance Index,665.26,3.70,0.56,"111,189,000.00"
Hotels And Tourism,"1,519.70",-1.43,-0.09,"5,709,510.00"
HydroPower Index,956.86,7.22,0.76,"51,100,900.00"
Life Insurance,"8,856.93",162.87,1.87,"292,906,000.00"
Manufacturing And Processing,"2,849.66",64.91,2.33,"128,717,000.00"
Microfinance Index,"2,434.90",55.73,2.34,"259,396,000.00"
Mutual Fund,10.58,0.03,0.29,"3,694,060.00"
Non Life Insurance,"7,097.22",128.69,1.85,"856,143,000.00"
Others Index,844.86,12.36,1.48,"254,168,000.00"
Trading Index,878.03,13.73,1.59,"2,360,840.00"
