Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,935.94",-24.45,-0.82,"15,090,416,846.15"
Sensitive Index,500.46,-6.54,-1.29,"6,270,495,290.49"
Float Index,201.74,-2.46,-1.20,"14,797,381,806.39"
Sensitive Float Index,171.15,-2.26,-1.30,"6,270,495,290.49"
Banking SubIndex,"1,545.06",-22.04,-1.40,"1,617,065,745.80"
Development Bank Index,"6,373.53",-151.89,-2.32,"1,003,174,182.30"
Finance Index,"2,648.40",-56.76,-2.09,"415,780,210.60"
Hotels And Tourism,"7,698.78",-4.44,-0.05,"197,496,915.40"
HydroPower Index,"4,002.98",-6.68,-0.16,"7,276,461,346.10"
Investment,112.63,-0.60,-0.53,"1,034,589,284.80"
Life Insurance,"13,605.93",-192.72,-1.39,"437,785,971.10"
Manufacturing And Processing,"10,371.37",49.58,0.48,"1,445,280,617.00"
Microfinance Index,"5,201.37",-87.02,-1.64,"670,732,529.79"
Mutual Fund,22.26,-0.07,-0.34,"29,964,791.96"
Non Life Insurance,"11,808.08",-137.55,-1.15,"222,316,485.50"
Others Index,"2,400.63",-41.61,-1.70,"416,295,873.00"
Trading Index,"4,276.68",142.86,3.45,"60,402,645.00"
