Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,872.05",1.01,0.04,"5,654,576,205.00"
Sensitive Index,539.38,-0.14,-0.03,"5,538,670,000.00"
Float Index,199.40,0.05,0.02,"5,029,830,000.00"
Sensitive Float Index,177.83,-0.10,-0.05,"3,973,230,000.00"
Banking SubIndex,"1,957.96",-6.22,-0.32,"1,037,970,000.00"
Development Bank Index,"4,630.43",-11.08,-0.24,"975,912,000.00"
Finance Index,"2,454.24",35.89,1.48,"1,102,520,000.00"
Hotels And Tourism,"3,603.39",7.79,0.22,"35,368,600.00"
HydroPower Index,"2,836.41",74.92,2.71,"950,964,000.00"
Investment,106.27,0.75,0.72,"196,086,000.00"
Life Insurance,"17,060.64",-32.62,-0.19,"282,742,000.00"
Manufacturing And Processing,"6,093.15",-15.18,-0.25,"216,837,000.00"
Microfinance Index,"5,276.76",-19.67,-0.37,"605,577,000.00"
Mutual Fund,15.68,0.05,0.34,"540,642,000.00"
Non Life Insurance,"13,979.86",-82.05,-0.58,"534,616,000.00"
Others Index,"2,138.39",-10.21,-0.48,"273,171,000.00"
Trading Index,"3,695.10",-11.70,-0.32,"5,293,620.00"
