Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,555.52",9.37,0.61,"1,727,821,707.00"
Sensitive Index,308.34,0.95,0.31,"1,685,610,000.00"
Float Index,107.82,0.66,0.62,"1,708,650,000.00"
Sensitive Float Index,101.37,0.38,0.38,"1,323,000,000.00"
Banking SubIndex,"1,243.97",1.87,0.15,"498,982,000.00"
Development Bank Index,"1,833.98",22.80,1.26,"192,516,000.00"
Finance Index,745.60,12.02,1.64,"97,138,400.00"
Hotels And Tourism,"1,716.57",-23.64,-1.36,"14,539,200.00"
HydroPower Index,"1,240.68",33.79,2.80,"347,625,000.00"
Life Insurance,"9,741.05",94.68,0.98,"168,689,000.00"
Manufacturing And Processing,"3,064.39",23.20,0.76,"36,587,400.00"
Microfinance Index,"2,571.25",10.22,0.40,"139,483,000.00"
Mutual Fund,10.70,0.03,0.24,"5,531,750.00"
Non Life Insurance,"7,984.50",74.77,0.95,"405,065,000.00"
Others Index,"1,009.04",7.36,0.74,"126,454,000.00"
Trading Index,"1,018.66",5.72,0.56,"4,457,380.00"
