Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,211.76",47.15,2.18,"5,314,307,853.42"
Sensitive Index,419.91,8.68,2.11,"2,031,104,348.90"
Float Index,155.36,3.48,2.29,"5,229,698,211.20"
Sensitive Float Index,140.80,3.05,2.22,"2,022,246,688.00"
Banking SubIndex,"1,412.67",29.22,2.11,"819,088,015.90"
Development Bank Index,"3,948.09",123.34,3.22,"406,878,418.20"
Finance Index,"1,925.28",59.78,3.20,"338,712,702.90"
Hotels And Tourism,"3,401.36",-5.84,-0.17,"61,557,795.80"
HydroPower Index,"2,602.78",122.61,4.94,"1,821,999,981.10"
Investment,71.14,1.75,2.52,"192,279,887.90"
Life Insurance,"11,244.81",182.45,1.65,"255,172,460.80"
Manufacturing And Processing,"5,550.79",5.17,0.09,"248,873,457.70"
Microfinance Index,"5,002.79",8.78,0.18,"548,137,282.80"
Mutual Fund,14.71,0.26,1.81,"11,936,252.27"
Non Life Insurance,"9,686.14",241.02,2.55,"345,422,724.60"
Others Index,"1,615.10",32.91,2.08,"158,531,010.30"
Trading Index,"2,473.90",75.58,3.15,"33,044,473.20"
