Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,402.21",10.75,0.77,"1,074,932,597.00"
Sensitive Index,290.00,1.14,0.40,"1,074,720,000.00"
Float Index,98.31,0.76,0.78,"1,045,180,000.00"
Sensitive Float Index,95.49,0.44,0.46,"898,046,000.00"
Banking SubIndex,"1,188.96",6.59,0.56,"376,680,000.00"
Development Bank Index,"1,743.26",9.94,0.57,"114,157,000.00"
Finance Index,656.25,0.17,0.03,"78,694,700.00"
Hotels And Tourism,"1,515.02",14.16,0.94,"33,777,400.00"
HydroPower Index,948.15,-1.47,-0.15,"39,658,200.00"
Life Insurance,"8,545.93",106.23,1.26,"90,203,000.00"
Manufacturing And Processing,"2,671.18",15.82,0.60,"24,786,800.00"
Microfinance Index,"2,356.02",7.63,0.32,"94,913,800.00"
Mutual Fund,10.63,0.00,0.04,"5,837,680.00"
Non Life Insurance,"6,765.48",162.13,2.46,"354,438,000.00"
Others Index,818.68,10.37,1.28,"82,737,400.00"
Trading Index,848.46,7.13,0.85,"1,832,250.00"
