Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,033.13",8.01,0.39,"1,541,367,398.79"
Sensitive Index,387.38,1.08,0.28,"575,821,645.80"
Float Index,140.80,0.60,0.42,"1,510,285,809.00"
Sensitive Float Index,128.27,0.47,0.37,"575,059,615.80"
Banking SubIndex,"1,274.10",3.18,0.25,"235,319,918.10"
Development Bank Index,"3,805.12",13.26,0.34,"96,928,972.00"
Finance Index,"1,726.09",13.56,0.79,"77,658,716.10"
Hotels And Tourism,"5,725.68",112.46,2.00,"191,484,826.80"
HydroPower Index,"2,134.97",8.16,0.38,"213,986,043.40"
Investment,70.81,0.15,0.21,"54,980,500.20"
Life Insurance,"11,175.11",90.18,0.81,"209,331,425.80"
Manufacturing And Processing,"5,360.50",2.42,0.04,"133,325,998.70"
Microfinance Index,"3,701.90",10.48,0.28,"113,213,587.20"
Mutual Fund,18.84,-0.04,-0.23,"2,487,258.69"
Non Life Insurance,"10,843.03",59.53,0.55,"115,630,291.30"
Others Index,"1,499.79",0.25,0.01,"51,676,266.40"
Trading Index,"2,895.76",71.49,2.53,"16,749,263.00"
