Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,078.00",117.70,6.00,"375,209,978.32"
Sensitive Index,369.27,19.54,5.58,"61,107,878.50"
Float Index,141.20,8.14,6.12,"373,751,066.32"
Sensitive Float Index,120.90,6.72,5.89,"59,716,200.50"
Banking SubIndex,"1,117.14",62.68,5.94,"22,267,517.80"
Development Bank Index,"4,045.64",243.95,6.41,"15,354,915.30"
Finance Index,"1,835.20",106.14,6.13,"13,222,950.90"
Hotels And Tourism,"5,318.96",281.33,5.58,"2,967,563.50"
HydroPower Index,"2,630.75",191.74,7.86,"135,279,246.10"
Investment,79.07,4.75,6.40,"22,526,986.90"
Life Insurance,"10,386.41",617.95,6.32,"22,808,208.00"
Manufacturing And Processing,"7,071.61",346.58,5.15,"84,743,432.50"
Microfinance Index,"3,578.69",107.29,3.09,"6,693,085.32"
Mutual Fund,17.87,-0.01,-0.10,"2,470.00"
Non Life Insurance,"10,678.63",448.77,4.38,"10,895,385.00"
Others Index,"1,768.01",111.89,6.75,"36,639,850.00"
Trading Index,"2,837.03",100.13,3.65,"351,925.00"
