Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,668.17",4.85,0.18,"3,761,512,706.84"
Sensitive Index,480.38,0.15,0.03,"1,417,815,349.04"
Float Index,184.05,0.17,0.09,"3,673,445,802.03"
Sensitive Float Index,159.05,0.01,0.00,"1,417,815,349.04"
Banking SubIndex,"1,546.03",0.75,0.04,"703,193,651.24"
Development Bank Index,"5,264.13",-20.29,-0.38,"144,029,402.30"
Finance Index,"3,240.72",1.66,0.05,"540,096,667.89"
Hotels And Tourism,"6,619.41",0.98,0.01,"56,884,588.30"
HydroPower Index,"3,221.85",17.82,0.55,"1,133,727,500.00"
Investment,106.55,-0.23,-0.22,"225,776,564.40"
Life Insurance,"13,035.95",-1.78,-0.01,"118,882,139.30"
Manufacturing And Processing,"7,105.15",75.92,1.08,"153,810,720.20"
Microfinance Index,"4,971.77",8.85,0.17,"216,068,150.40"
Mutual Fund,20.77,0.06,0.30,"4,278,930.91"
Non Life Insurance,"12,950.04",11.02,0.08,"179,159,254.40"
Others Index,"2,077.50",9.65,0.46,"217,137,852.80"
Trading Index,"3,543.81",-23.45,-0.65,"16,665,879.90"
