Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,410.34",12.77,0.91,"1,108,053,597.00"
Sensitive Index,289.55,1.19,0.41,"1,091,130,000.00"
Float Index,98.62,0.82,0.84,"1,098,870,000.00"
Sensitive Float Index,95.31,0.39,0.41,"892,113,000.00"
Banking SubIndex,"1,183.60",4.80,0.41,"166,629,000.00"
Development Bank Index,"1,735.58",7.93,0.46,"103,878,000.00"
Finance Index,661.56,6.03,0.92,"65,836,700.00"
Hotels And Tourism,"1,521.14",23.94,1.60,"2,456,820.00"
HydroPower Index,949.64,-1.38,-0.15,"28,477,900.00"
Life Insurance,"8,694.06",173.84,2.04,"154,693,000.00"
Manufacturing And Processing,"2,784.74",88.23,3.27,"88,734,700.00"
Microfinance Index,"2,379.17",23.61,1.00,"99,356,500.00"
Mutual Fund,10.55,-0.03,-0.31,"1,514,180.00"
Non Life Insurance,"6,968.52",233.22,3.46,"573,910,000.00"
Others Index,832.50,4.14,0.50,"100,479,000.00"
Trading Index,864.30,-2.56,-0.29,"385,070.00"
