Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,030.55",13.51,0.67,"3,199,205,820.34"
Sensitive Index,360.27,1.90,0.53,"363,750,986.40"
Float Index,137.98,0.98,0.71,"2,587,316,403.30"
Sensitive Float Index,117.91,0.64,0.54,"356,785,200.10"
Banking SubIndex,"1,088.34",5.96,0.55,"141,218,340.10"
Development Bank Index,"3,932.67",29.63,0.75,"70,566,967.90"
Finance Index,"1,819.64",5.01,0.27,"164,952,019.70"
Hotels And Tourism,"5,153.51",-12.89,-0.24,"43,580,335.90"
HydroPower Index,"2,570.58",29.22,1.14,"1,031,236,901.50"
Investment,76.99,0.34,0.44,"181,684,342.80"
Life Insurance,"10,058.16",37.47,0.37,"137,539,808.60"
Manufacturing And Processing,"6,839.79",11.08,0.16,"401,897,566.80"
Microfinance Index,"3,587.21",29.03,0.81,"137,805,898.50"
Mutual Fund,17.84,-0.14,-0.79,"2,507,334.55"
Non Life Insurance,"10,593.16",163.18,1.56,"114,413,824.70"
Others Index,"1,722.65",11.82,0.69,"150,251,818.40"
Trading Index,"2,804.61",-7.26,-0.25,"12,168,578.40"
