Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,251.45",-18.20,-1.43,"194,642,984.00"
Sensitive Index,271.06,-2.76,-1.01,"203,018,000.00"
Float Index,88.56,-1.59,-1.76,"184,541,000.00"
Sensitive Float Index,89.08,-1.36,-1.50,"176,847,000.00"
Banking SubIndex,"1,093.26",-27.13,-2.42,"94,927,000.00"
Development Bank Index,"1,711.01",-15.67,-0.91,"24,156,800.00"
Finance Index,636.12,-0.17,-0.03,"26,069,800.00"
Hotels And Tourism,"1,563.46",52.99,3.51,"590,550.00"
HydroPower Index,933.06,-4.86,-0.52,"4,529,550.00"
Life Insurance,"6,797.20",-103.98,-1.51,"38,830,700.00"
Manufacturing And Processing,"2,459.32",-29.30,-1.18,"17,618,500.00"
Microfinance Index,"2,050.30",-17.94,-0.87,"16,127,900.00"
Non Life Insurance,"5,271.75",1.26,0.02,"42,376,300.00"
Others Index,679.93,7.27,1.08,"3,745,510.00"
Trading Index,763.72,-10.56,-1.36,"191,570.00"
