Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,944.78",-1.80,-0.06,"16,100,412,436.00"
Sensitive Index,527.87,2.59,0.49,"17,193,000,000.00"
Float Index,203.82,-0.37,-0.18,"16,023,700,000.00"
Sensitive Float Index,175.20,0.40,0.23,"11,443,600,000.00"
Banking SubIndex,"1,936.70",-17.78,-0.91,"2,416,830,000.00"
Development Bank Index,"4,714.43",120.60,2.63,"3,123,650,000.00"
Finance Index,"2,428.42",60.95,2.57,"1,661,010,000.00"
Hotels And Tourism,"3,549.37",-13.27,-0.37,"58,521,400.00"
HydroPower Index,"3,056.89",88.65,2.99,"4,164,520,000.00"
Investment,104.72,1.12,1.08,"1,352,650,000.00"
Life Insurance,"18,723.73",-273.68,-1.44,"730,124,000.00"
Manufacturing And Processing,"6,168.80",-38.67,-0.62,"347,261,000.00"
Microfinance Index,"5,394.15",7.34,0.14,"938,699,000.00"
Mutual Fund,15.72,0.12,0.79,"39,293,500.00"
Non Life Insurance,"15,200.18",-45.09,-0.30,"2,371,550,000.00"
Others Index,"2,288.79",-6.00,-0.26,"2,003,890,000.00"
Trading Index,"4,130.49",-57.42,-1.37,"36,301,400.00"
