Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,108.12",0.66,0.02,"14,308,136,887.00"
Sensitive Index,578.09,0.78,0.13,"14,787,600,000.00"
Float Index,217.16,0.10,0.05,"14,180,900,000.00"
Sensitive Float Index,193.71,0.40,0.21,"9,379,490,000.00"
Banking SubIndex,"2,102.87",0.08,0.00,"1,671,760,000.00"
Development Bank Index,"5,089.82",66.37,1.32,"2,485,260,000.00"
Finance Index,"2,715.20",21.89,0.81,"1,197,970,000.00"
Hotels And Tourism,"3,733.12",-39.91,-1.06,"56,686,200.00"
HydroPower Index,"3,574.22",115.05,3.33,"6,864,530,000.00"
Investment,115.59,-0.04,-0.03,"575,472,000.00"
Life Insurance,"17,924.28",-101.54,-0.56,"433,981,000.00"
Manufacturing And Processing,"6,723.54",2.84,0.04,"118,320,000.00"
Microfinance Index,"5,744.31",-74.09,-1.27,"1,251,040,000.00"
Mutual Fund,17.49,0.00,0.02,"87,308,600.00"
Non Life Insurance,"14,448.99",-202.79,-1.38,"1,134,830,000.00"
Others Index,"2,120.98",-20.53,-0.96,"801,148,000.00"
Trading Index,"4,053.52",-40.38,-0.99,"24,368,300.00"
