Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,508.86",44.45,1.80,"3,715,359,935.11"
Sensitive Index,451.34,6.45,1.44,"1,377,584,318.20"
Float Index,172.84,2.80,1.65,"3,479,240,596.90"
Sensitive Float Index,148.67,2.23,1.52,"847,886,813.80"
Banking SubIndex,"1,444.59",16.89,1.18,"380,863,736.00"
Development Bank Index,"4,968.87",94.37,1.93,"171,473,336.00"
Finance Index,"2,826.02",113.75,4.19,"429,562,646.10"
Hotels And Tourism,"6,159.94",195.99,3.28,"62,873,567.00"
HydroPower Index,"2,993.28",36.24,1.22,"874,923,417.00"
Investment,100.22,2.40,2.45,"397,212,219.90"
Life Insurance,"12,402.78",217.20,1.78,"204,367,870.40"
Manufacturing And Processing,"7,003.83",258.67,3.83,"494,300,008.70"
Microfinance Index,"4,723.16",86.06,1.85,"277,810,221.00"
Mutual Fund,20.34,-0.12,-0.60,"21,530,088.22"
Non Life Insurance,"12,667.17",90.12,0.71,"190,202,708.10"
Others Index,"1,916.00",44.47,2.37,"144,945,632.60"
Trading Index,"3,433.25",51.67,1.52,"22,263,621.70"
