Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,827.12",55.76,2.01,"11,351,815,356.00"
Sensitive Index,505.15,7.83,1.57,"10,432,600,000.00"
Float Index,194.46,3.25,1.70,"11,106,800,000.00"
Sensitive Float Index,165.90,2.69,1.65,"7,275,760,000.00"
Banking SubIndex,"1,857.20",8.80,0.48,"1,220,950,000.00"
Development Bank Index,"3,904.30",225.66,6.13,"2,583,990,000.00"
Finance Index,"1,879.67",137.83,7.91,"1,362,060,000.00"
Hotels And Tourism,"3,525.47",92.35,2.69,"73,926,700.00"
HydroPower Index,"2,941.01",81.82,2.86,"2,325,250,000.00"
Investment,101.52,0.92,0.92,"438,176,000.00"
Life Insurance,"18,401.51",374.17,2.08,"815,485,000.00"
Manufacturing And Processing,"5,850.80",136.34,2.39,"150,452,000.00"
Microfinance Index,"5,407.50",69.63,1.30,"1,038,990,000.00"
Mutual Fund,14.71,-0.02,-0.12,"46,314,800.00"
Non Life Insurance,"14,815.78",479.11,3.34,"1,539,870,000.00"
Others Index,"2,224.84",110.77,5.24,"1,984,290,000.00"
Trading Index,"4,234.93",15.12,0.36,"21,146,300.00"
