Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,998.89",24.39,1.23,"3,408,608,157.91"
Sensitive Index,356.65,5.83,1.66,"818,711,735.10"
Float Index,135.69,1.79,1.34,"2,949,432,782.96"
Sensitive Float Index,116.60,2.00,1.74,"815,330,197.10"
Banking SubIndex,"1,056.87",32.87,3.21,"395,770,321.46"
Development Bank Index,"4,102.56",12.51,0.30,"361,693,740.80"
Finance Index,"2,136.60",-4.17,-0.19,"301,172,139.90"
Hotels And Tourism,"5,114.98",-22.69,-0.44,"81,878,249.10"
HydroPower Index,"2,369.55",13.62,0.57,"413,761,224.00"
Investment,74.23,1.48,2.04,"367,100,394.00"
Life Insurance,"9,923.39",50.44,0.51,"128,625,771.80"
Manufacturing And Processing,"6,346.37",-6.86,-0.10,"144,260,359.80"
Microfinance Index,"4,251.15",30.18,0.71,"547,311,778.20"
Mutual Fund,18.16,0.04,0.24,"6,770,694.55"
Non Life Insurance,"10,557.64",-3.54,-0.03,"129,747,684.00"
Others Index,"1,605.79",14.10,0.88,"88,362,435.40"
Trading Index,"2,696.49",-8.31,-0.30,"2,902,512.00"
