Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,061.06",-3.03,-0.15,"3,458,089,787.92"
Sensitive Index,394.62,-0.39,-0.10,"1,449,649,204.90"
Float Index,144.93,-0.10,-0.07,"3,386,375,755.10"
Sensitive Float Index,131.83,0.33,0.25,"1,447,423,488.40"
Banking SubIndex,"1,383.45",-3.38,-0.24,"430,209,361.80"
Development Bank Index,"3,640.69",-19.54,-0.53,"188,652,642.70"
Finance Index,"1,710.27",-22.46,-1.30,"175,381,584.70"
Hotels And Tourism,"3,044.68",77.13,2.60,"66,090,569.60"
HydroPower Index,"2,288.26",-6.36,-0.28,"803,522,281.70"
Investment,62.46,-0.35,-0.56,"87,202,700.30"
Life Insurance,"10,314.52",-121.61,-1.17,"151,118,264.40"
Manufacturing And Processing,"5,166.73",-33.49,-0.64,"540,160,924.00"
Microfinance Index,"4,675.41",111.34,2.44,"536,432,175.40"
Mutual Fund,13.74,0.05,0.35,"5,151,888.77"
Non Life Insurance,"8,693.07",-22.34,-0.26,"226,006,812.00"
Others Index,"1,524.58",-26.84,-1.73,"159,383,162.50"
Trading Index,"2,088.56",64.02,3.16,"22,215,276.00"
