Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,556.95",-14.70,-0.57,"2,635,390,460.00"
Sensitive Index,483.39,-0.65,-0.14,"2,769,080,000.00"
Float Index,178.95,-1.26,-0.70,"2,608,610,000.00"
Sensitive Float Index,161.90,-0.81,-0.50,"2,180,550,000.00"
Banking SubIndex,"1,799.35",-7.05,-0.39,"985,964,000.00"
Development Bank Index,"4,556.53",-94.44,-2.03,"771,826,000.00"
Finance Index,"2,168.31",-46.39,-2.09,"197,077,000.00"
Hotels And Tourism,"2,960.36",-58.90,-1.95,"13,102,500.00"
HydroPower Index,"2,585.82",-46.05,-1.75,"476,033,000.00"
Investment,83.06,-0.37,-0.44,"72,235,300.00"
Life Insurance,"14,347.28",-105.25,-0.73,"101,687,000.00"
Manufacturing And Processing,"6,039.76",-105.42,-1.72,"80,492,700.00"
Microfinance Index,"5,072.15",-14.84,-0.29,"377,719,000.00"
Mutual Fund,15.08,0.06,0.43,"17,239,200.00"
Non Life Insurance,"11,479.74",-23.46,-0.20,"194,907,000.00"
Others Index,"1,712.71",21.91,1.30,"122,484,000.00"
Trading Index,"3,009.72",-67.41,-2.19,"4,313,070.00"
