Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,876.41",-33.97,-1.78,"1,601,822,954.98"
Sensitive Index,365.86,-6.04,-1.62,"1,316,740,000.00"
Float Index,130.40,-2.33,-1.75,"1,376,220,000.00"
Sensitive Float Index,119.06,-2.36,-1.94,"1,013,460,000.00"
Banking SubIndex,"1,294.62",-12.33,-0.94,"413,682,300.50"
Development Bank Index,"3,338.99",-91.57,-2.67,"97,501,050.20"
Finance Index,"1,573.89",-47.44,-2.93,"87,306,141.90"
Hotels And Tourism,"2,530.13",-40.97,-1.59,"11,113,371.10"
HydroPower Index,"2,058.01",-65.69,-3.09,"327,195,968.20"
Investment,58.93,-1.12,-1.87,"50,498,752.60"
Life Insurance,"8,888.70",-221.83,-2.43,"81,271,853.30"
Manufacturing And Processing,"4,754.68",-71.64,-1.48,"57,810,944.00"
Microfinance Index,"4,218.37",-77.43,-1.80,"138,547,234.30"
Mutual Fund,13.75,-0.30,-2.10,"5,115,098.95"
Non Life Insurance,"7,642.81",-124.61,-1.60,"38,551,514.10"
Others Index,"1,340.34",-34.45,-2.51,"67,824,729.00"
Trading Index,"1,826.58",-61.23,-3.24,"4,919,639.80"
