Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,736.17",2.57,0.09,"4,297,464,327.59"
Sensitive Index,468.72,-0.35,-0.07,"912,079,734.90"
Float Index,186.63,0.12,0.06,"3,769,709,583.60"
Sensitive Float Index,158.59,-0.07,-0.04,"912,079,734.90"
Banking SubIndex,"1,445.57",0.00,0.00,"215,725,660.80"
Development Bank Index,"5,855.97",12.43,0.21,"374,641,091.50"
Finance Index,"2,533.40",2.13,0.08,"409,966,491.30"
Hotels And Tourism,"7,755.30",41.75,0.54,"253,792,545.80"
HydroPower Index,"3,830.54",25.04,0.65,"1,722,532,828.80"
Investment,100.82,-0.08,-0.08,"75,276,215.30"
Life Insurance,"12,495.25",-40.75,-0.32,"95,345,278.20"
Manufacturing And Processing,"11,021.22",20.52,0.18,"287,647,900.70"
Microfinance Index,"4,770.25",-0.44,0.00,"124,025,341.80"
Mutual Fund,21.83,0.00,0.01,"7,103,156.65"
Non Life Insurance,"11,332.64",-28.34,-0.24,"66,121,660.60"
Others Index,"2,058.20",-0.72,-0.03,"136,809,795.80"
Trading Index,"3,446.49",-14.91,-0.43,"7,824,773.00"
