Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,829.64",-19.20,-0.67,"4,420,719,103.00"
Sensitive Index,528.37,-2.71,-0.51,"4,496,460,000.00"
Float Index,196.95,-1.36,-0.68,"4,398,550,000.00"
Sensitive Float Index,176.76,-0.92,-0.52,"3,149,840,000.00"
Banking SubIndex,"1,883.18",-19.96,-1.05,"731,582,111.10"
Development Bank Index,"5,595.60",-70.05,-1.24,"967,976,512.50"
Finance Index,"2,722.14",21.00,0.78,"444,111,214.30"
Hotels And Tourism,"3,411.08",-29.65,-0.86,"14,721,368.50"
HydroPower Index,"3,173.10",-13.02,-0.41,"1,081,532,231.80"
Investment,94.86,0.63,0.67,"167,866,481.60"
Life Insurance,"15,810.41",-100.04,-0.63,"183,646,625.10"
Manufacturing And Processing,"6,584.26",-29.36,-0.44,"89,930,576.70"
Microfinance Index,"5,520.30",-55.35,-0.99,"445,703,936.70"
Mutual Fund,15.92,0.08,0.51,"9,135,503.43"
Non Life Insurance,"12,955.05",-137.37,-1.05,"138,235,561.40"
Others Index,"1,962.17",-23.12,-1.16,"128,202,614.00"
Trading Index,"3,197.65",-14.76,-0.46,"5,037,352.00"
