Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,711.76",-12.26,-0.45,"4,412,048,609.89"
Sensitive Index,466.13,-0.96,-0.20,"1,174,889,875.41"
Float Index,185.32,-0.56,-0.30,"3,988,285,210.21"
Sensitive Float Index,157.74,-0.26,-0.16,"1,174,889,875.41"
Banking SubIndex,"1,439.64",-0.33,-0.02,"485,309,548.80"
Development Bank Index,"5,786.48",-31.83,-0.54,"168,859,748.80"
Finance Index,"2,455.66",-31.38,-1.26,"332,759,717.20"
Hotels And Tourism,"7,724.56",-34.55,-0.44,"192,640,712.30"
HydroPower Index,"3,794.86",-18.84,-0.49,"1,644,003,660.10"
Investment,100.22,-0.34,-0.34,"116,952,082.71"
Life Insurance,"12,411.88",-31.53,-0.25,"90,184,071.90"
Manufacturing And Processing,"11,008.43",12.85,0.11,"568,714,014.20"
Microfinance Index,"4,735.28",-2.60,-0.05,"114,468,600.60"
Mutual Fund,21.84,-0.03,-0.14,"21,255,461.54"
Non Life Insurance,"11,249.05",-103.82,-0.91,"69,447,299.90"
Others Index,"2,006.07",-37.21,-1.82,"201,289,251.70"
Trading Index,"3,367.86",-48.61,-1.42,"3,656,502.00"
