Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,010.45",46.43,2.36,"4,899,484,131.00"
Sensitive Index,382.11,8.09,2.16,"4,825,350,000.00"
Float Index,136.33,3.37,2.54,"4,841,400,000.00"
Sensitive Float Index,121.64,2.99,2.52,"3,899,760,000.00"
Banking SubIndex,"1,481.54",45.77,3.19,"1,366,450,000.00"
Development Bank Index,"2,165.32",36.71,1.72,"503,051,000.00"
Finance Index,887.88,7.22,0.82,"371,281,000.00"
Hotels And Tourism,"1,985.42",-5.68,-0.29,"18,034,200.00"
HydroPower Index,"1,745.02",-28.95,-1.63,"581,474,000.00"
Life Insurance,"12,608.30",528.43,4.37,"946,978,000.00"
Manufacturing And Processing,"4,824.15",272.54,5.99,"445,844,000.00"
Microfinance Index,"3,075.54",56.29,1.86,"340,318,000.00"
Mutual Fund,11.35,0.11,1.01,"8,640,510.00"
Non Life Insurance,"9,640.27",174.05,1.84,"1,276,950,000.00"
Others Index,"1,677.35",15.30,0.92,"639,779,000.00"
Trading Index,"1,945.18",-29.86,-1.51,"4,289,400.00"
