Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,440.94",9.34,0.65,"1,855,180,510.00"
Sensitive Index,293.97,0.83,0.28,"1,671,780,000.00"
Float Index,100.65,0.50,0.50,"1,839,680,000.00"
Sensitive Float Index,96.91,0.26,0.27,"1,425,680,000.00"
Banking SubIndex,"1,201.59",1.92,0.16,"344,977,000.00"
Development Bank Index,"1,755.50",2.77,0.16,"228,397,000.00"
Finance Index,666.46,1.20,0.18,"89,534,200.00"
Hotels And Tourism,"1,529.91",10.20,0.67,"10,537,000.00"
HydroPower Index,965.90,9.05,0.95,"37,735,300.00"
Life Insurance,"9,008.66",151.73,1.71,"341,794,000.00"
Manufacturing And Processing,"2,842.41",-7.25,-0.25,"54,808,600.00"
Microfinance Index,"2,454.98",20.08,0.82,"210,682,000.00"
Mutual Fund,10.57,-0.01,-0.12,"2,500,880.00"
Non Life Insurance,"7,129.48",32.26,0.45,"812,720,000.00"
Others Index,863.43,18.57,2.20,"324,029,000.00"
Trading Index,874.96,-3.06,-0.35,"804,660.00"
