Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,651.68",24.57,0.93,"4,400,613,242.10"
Sensitive Index,460.61,4.33,0.95,"1,301,110,396.80"
Float Index,181.96,1.73,0.96,"3,426,653,914.80"
Sensitive Float Index,156.00,1.57,1.02,"1,301,110,396.80"
Banking SubIndex,"1,442.00",21.53,1.51,"629,012,024.80"
Development Bank Index,"5,689.36",56.73,1.00,"270,103,013.70"
Finance Index,"2,445.49",14.08,0.57,"173,660,003.70"
Hotels And Tourism,"7,352.65",40.19,0.54,"179,956,050.80"
HydroPower Index,"3,692.58",36.27,0.99,"1,348,924,968.40"
Investment,96.95,0.37,0.38,"90,267,008.20"
Life Insurance,"12,107.62",83.02,0.69,"98,457,233.20"
Manufacturing And Processing,"10,473.76",44.65,0.42,"325,526,738.60"
Microfinance Index,"4,643.58",11.75,0.25,"157,561,956.60"
Mutual Fund,21.62,0.06,0.30,"12,163,139.70"
Non Life Insurance,"10,818.52",77.75,0.72,"51,371,306.50"
Others Index,"1,928.37",15.11,0.79,"87,373,823.30"
Trading Index,"3,340.44",62.02,1.89,"14,439,787.00"
