Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,037.09",-14.83,-0.72,"3,607,198,407.65"
Sensitive Index,358.75,-2.42,-0.67,"934,216,344.30"
Float Index,137.71,-1.06,-0.76,"3,506,625,400.20"
Sensitive Float Index,117.09,-0.97,-0.82,"931,519,568.40"
Banking SubIndex,"1,066.91",-7.61,-0.70,"164,616,407.10"
Development Bank Index,"3,997.45",-32.54,-0.80,"143,745,392.10"
Finance Index,"2,431.67",8.39,0.34,"699,553,667.30"
Hotels And Tourism,"5,238.93",-21.04,-0.40,"47,739,527.80"
HydroPower Index,"2,555.88",-27.43,-1.06,"1,075,477,604.60"
Investment,75.26,-0.50,-0.66,"234,323,075.30"
Life Insurance,"9,773.22",-45.08,-0.45,"134,193,985.80"
Manufacturing And Processing,"6,354.32",1.99,0.03,"145,394,991.30"
Microfinance Index,"4,464.52",-62.37,-1.37,"514,343,918.00"
Mutual Fund,18.92,-0.02,-0.15,"12,156,375.86"
Non Life Insurance,"10,391.84",-29.44,-0.28,"106,441,235.20"
Others Index,"1,587.62",-15.27,-0.95,"246,639,214.40"
Trading Index,"2,825.32",-8.94,-0.31,"7,493,423.40"
