Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,926.74",69.00,2.41,"9,676,317,059.00"
Sensitive Index,542.63,11.81,2.22,"9,371,460,000.00"
Float Index,201.62,4.64,2.36,"9,609,700,000.00"
Sensitive Float Index,177.06,3.99,2.31,"6,399,020,000.00"
Banking SubIndex,"1,882.85",39.47,2.14,"1,377,442,333.70"
Development Bank Index,"5,318.67",143.42,2.77,"806,629,206.90"
Finance Index,"2,675.40",56.62,2.16,"764,629,779.80"
Hotels And Tourism,"3,289.80",55.65,1.72,"60,798,381.00"
HydroPower Index,"3,468.33",75.26,2.22,"2,917,000,035.00"
Investment,97.86,1.91,1.99,"681,538,284.90"
Life Insurance,"16,529.25",389.51,2.41,"608,499,719.20"
Manufacturing And Processing,"7,700.81",409.82,5.62,"492,671,975.40"
Microfinance Index,"5,724.74",110.45,1.97,"819,896,784.60"
Mutual Fund,16.13,0.25,1.54,"25,539,466.14"
Non Life Insurance,"13,334.70",266.22,2.04,"727,375,557.00"
Others Index,"2,212.22",66.21,3.09,"318,114,142.00"
Trading Index,"3,268.41",79.68,2.50,"35,102,508.00"
