Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,616.97",2.41,0.09,"5,138,649,946.77"
Sensitive Index,451.05,1.65,0.36,"1,732,255,420.70"
Float Index,180.16,0.15,0.08,"5,003,091,072.30"
Sensitive Float Index,153.67,0.43,0.28,"1,732,255,420.70"
Banking SubIndex,"1,354.56",3.91,0.28,"292,829,096.70"
Development Bank Index,"5,573.88",50.24,0.90,"331,816,018.90"
Finance Index,"2,418.25",13.57,0.56,"208,263,566.30"
Hotels And Tourism,"7,055.69",-25.17,-0.35,"98,625,066.20"
HydroPower Index,"3,426.57",-8.06,-0.23,"2,671,023,365.60"
Investment,102.71,0.38,0.37,"278,639,714.10"
Life Insurance,"12,518.07",9.06,0.07,"128,044,570.80"
Manufacturing And Processing,"8,984.69",-6.10,-0.06,"533,969,634.50"
Microfinance Index,"4,805.62",-3.38,-0.07,"160,158,992.80"
Mutual Fund,21.22,-0.08,-0.41,"10,102,631.02"
Non Life Insurance,"10,785.50",-24.60,-0.22,"86,723,582.10"
Others Index,"2,284.67",1.86,0.08,"177,276,883.70"
Trading Index,"3,604.51",-1.08,-0.03,"35,720,580.60"
