Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,690.72",37.13,1.39,"7,095,953,027.17"
Sensitive Index,483.78,7.32,1.53,"2,761,957,599.95"
Float Index,185.72,2.58,1.41,"6,829,587,999.95"
Sensitive Float Index,160.20,2.34,1.48,"2,761,957,599.95"
Banking SubIndex,"1,550.99",29.04,1.90,"1,068,953,191.99"
Development Bank Index,"5,347.16",62.92,1.19,"382,828,465.10"
Finance Index,"3,331.25",-23.96,-0.71,"1,001,994,155.90"
Hotels And Tourism,"6,749.34",228.51,3.50,"448,896,499.20"
HydroPower Index,"3,236.43",33.63,1.05,"1,709,026,698.30"
Investment,108.36,1.56,1.46,"603,658,108.36"
Life Insurance,"13,179.54",144.86,1.11,"299,961,285.80"
Manufacturing And Processing,"7,154.72",-93.96,-1.29,"276,152,724.60"
Microfinance Index,"5,008.92",74.56,1.51,"368,301,196.00"
Mutual Fund,20.70,0.07,0.34,"15,245,213.02"
Non Life Insurance,"13,129.68",114.62,0.88,"270,441,704.00"
Others Index,"2,090.81",53.27,2.61,"403,025,454.40"
Trading Index,"3,612.04",52.19,1.46,"35,338,736.00"
