Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,755.40",11.66,0.42,"11,548,337,612.87"
Sensitive Index,458.64,0.66,0.14,"3,042,645,117.80"
Float Index,186.34,0.55,0.29,"11,472,769,941.84"
Sensitive Float Index,153.77,0.12,0.07,"3,042,645,117.80"
Banking SubIndex,"1,383.75",0.49,0.03,"716,573,118.50"
Development Bank Index,"5,656.91",-27.40,-0.48,"585,612,683.50"
Finance Index,"2,849.11",-13.02,-0.45,"598,067,371.50"
Hotels And Tourism,"6,770.33",-34.60,-0.50,"132,912,881.40"
HydroPower Index,"3,757.13",-21.45,-0.56,"3,283,642,721.20"
Investment,111.19,1.46,1.33,"1,196,671,640.60"
Life Insurance,"13,860.58",118.30,0.86,"1,417,395,270.50"
Manufacturing And Processing,"7,170.17",194.27,2.78,"546,127,182.60"
Microfinance Index,"5,267.81",-35.09,-0.66,"942,667,028.90"
Mutual Fund,20.18,0.00,0.02,"13,796,801.83"
Non Life Insurance,"12,996.52",17.56,0.13,"250,694,382.10"
Others Index,"2,322.79",83.34,3.72,"1,782,439,514.44"
Trading Index,"4,363.18",-58.80,-1.32,"19,966,146.60"
