Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,683.86",-0.14,0.00,"6,574,166,814.73"
Sensitive Index,459.70,0.04,0.00,"2,604,371,813.60"
Float Index,184.06,-0.01,0.00,"6,273,571,194.47"
Sensitive Float Index,157.04,0.05,0.03,"2,604,371,813.60"
Banking SubIndex,"1,388.04",-5.20,-0.37,"458,208,057.20"
Development Bank Index,"5,571.25",23.11,0.41,"369,808,347.40"
Finance Index,"2,485.61",30.84,1.25,"202,263,415.30"
Hotels And Tourism,"6,797.18",-0.89,-0.01,"119,150,239.60"
HydroPower Index,"3,552.65",20.84,0.59,"2,754,441,323.00"
Investment,111.19,0.09,0.08,"453,912,190.37"
Life Insurance,"13,218.19",-0.71,0.00,"609,351,184.30"
Manufacturing And Processing,"7,124.70",26.28,0.37,"149,123,547.80"
Microfinance Index,"4,828.27",3.77,0.07,"284,642,524.90"
Mutual Fund,19.59,-0.01,-0.09,"13,834,951.86"
Non Life Insurance,"12,518.26",-47.44,-0.37,"215,329,257.70"
Others Index,"2,357.16",-18.51,-0.77,"652,736,512.90"
Trading Index,"4,166.32",16.11,0.38,"4,604,594.00"
