Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,408.79",-16.53,-1.16,"1,048,911,791.00"
Sensitive Index,293.84,-3.45,-1.16,"1,013,860,000.00"
Float Index,98.72,-1.26,-1.26,"1,025,200,000.00"
Sensitive Float Index,96.71,-1.29,-1.32,"842,631,000.00"
Banking SubIndex,"1,201.73",-16.53,-1.34,"361,174,000.00"
Development Bank Index,"1,765.54",-15.89,-0.89,"152,900,000.00"
Finance Index,659.12,-4.91,-0.74,"77,205,800.00"
Hotels And Tourism,"1,510.24",-1.84,-0.12,"8,006,540.00"
HydroPower Index,955.41,-10.32,-1.07,"44,002,700.00"
Life Insurance,"8,516.57",-99.52,-1.16,"138,612,000.00"
Manufacturing And Processing,"2,713.48",-32.64,-1.19,"31,461,100.00"
Microfinance Index,"2,377.61",-27.97,-1.16,"153,979,000.00"
Mutual Fund,10.68,-0.02,-0.16,"8,714,470.00"
Non Life Insurance,"6,652.54",-76.75,-1.14,"305,205,000.00"
Others Index,809.42,-5.57,-0.68,"90,156,100.00"
Trading Index,830.39,0.53,0.06,"518,530.00"
