Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,170.18",-7.16,-0.33,"3,691,972,817.14"
Sensitive Index,414.00,-0.87,-0.21,"1,250,453,354.00"
Float Index,152.65,-0.57,-0.37,"3,632,161,084.60"
Sensitive Float Index,139.58,-0.38,-0.27,"1,242,663,323.10"
Banking SubIndex,"1,401.64",-0.41,-0.03,"552,177,373.90"
Development Bank Index,"3,836.96",-22.62,-0.59,"226,391,396.90"
Finance Index,"1,828.80",-35.71,-1.92,"213,736,357.00"
Hotels And Tourism,"3,308.76",-49.71,-1.48,"104,286,492.90"
HydroPower Index,"2,711.32",-27.36,-1.00,"1,385,907,866.90"
Investment,68.81,-0.03,-0.04,"174,252,963.00"
Life Insurance,"10,931.56",-61.50,-0.56,"227,797,805.80"
Manufacturing And Processing,"5,364.88",-41.90,-0.77,"129,496,139.60"
Microfinance Index,"4,704.31",-17.87,-0.38,"276,968,087.40"
Mutual Fund,14.65,-0.06,-0.41,"8,850,250.55"
Non Life Insurance,"9,389.57",-28.54,-0.30,"182,665,048.70"
Others Index,"1,546.60",7.75,0.50,"149,654,519.50"
Trading Index,"2,309.55",1.13,0.05,"8,827,033.00"
