Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,711.75",9.09,0.33,"7,092,879,946.39"
Sensitive Index,478.50,0.34,0.07,"2,208,321,552.61"
Float Index,186.44,0.61,0.32,"6,968,763,460.21"
Sensitive Float Index,158.16,0.19,0.12,"2,208,321,552.61"
Banking SubIndex,"1,503.30",-3.98,-0.26,"519,063,247.21"
Development Bank Index,"5,702.24",186.54,3.38,"982,836,860.30"
Finance Index,"3,674.89",60.27,1.66,"1,353,073,437.10"
Hotels And Tourism,"6,878.75",31.25,0.45,"130,704,089.60"
HydroPower Index,"3,538.58",44.99,1.28,"2,561,310,310.00"
Investment,105.50,0.21,0.20,"247,559,463.30"
Life Insurance,"13,225.50",-24.62,-0.18,"205,917,731.90"
Manufacturing And Processing,"6,847.37",-0.21,0.00,"137,016,557.90"
Microfinance Index,"5,175.06",4.09,0.07,"456,924,027.60"
Mutual Fund,21.95,0.08,0.38,"23,480,740.68"
Non Life Insurance,"13,011.01",-27.44,-0.21,"175,825,012.90"
Others Index,"2,057.01",-1.63,-0.07,"208,305,151.10"
Trading Index,"3,531.26",9.64,0.27,"10,977,999.60"
