Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,363.97",19.38,1.44,"1,978,108,701.00"
Sensitive Index,285.82,1.58,0.56,"2,247,240,000.00"
Float Index,96.58,1.30,1.36,"1,955,940,000.00"
Sensitive Float Index,94.89,0.64,0.68,"1,718,170,000.00"
Banking SubIndex,"1,149.92",5.15,0.45,"312,641,000.00"
Development Bank Index,"1,824.22",4.55,0.25,"344,619,000.00"
Finance Index,667.98,-3.33,-0.50,"94,818,700.00"
Hotels And Tourism,"1,924.50",6.95,0.36,"13,717,300.00"
HydroPower Index,"1,016.66",9.46,0.94,"75,235,000.00"
Life Insurance,"8,035.88",398.69,5.22,"359,741,000.00"
Manufacturing And Processing,"2,670.12",53.94,2.06,"311,628,000.00"
Microfinance Index,"2,409.93",57.81,2.46,"321,687,000.00"
Mutual Fund,10.01,-0.06,-0.60,"1,652,060.00"
Non Life Insurance,"6,617.08",416.79,6.72,"785,612,000.00"
Others Index,702.30,-2.69,-0.38,"48,619,800.00"
Trading Index,843.13,11.02,1.32,"25,309,100.00"
