Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,631.48",9.19,0.35,"6,387,207,015.18"
Sensitive Index,450.56,1.95,0.43,"2,755,852,848.40"
Float Index,179.98,0.77,0.43,"6,338,596,419.00"
Sensitive Float Index,153.50,0.81,0.53,"2,755,852,848.40"
Banking SubIndex,"1,364.64",5.19,0.38,"426,483,453.40"
Development Bank Index,"5,421.00",38.78,0.72,"594,401,519.10"
Finance Index,"2,331.07",-1.40,-0.06,"79,872,669.50"
Hotels And Tourism,"6,692.54",-2.30,-0.03,"131,530,845.50"
HydroPower Index,"3,561.49",-10.13,-0.28,"3,739,773,541.40"
Investment,108.68,0.03,0.02,"412,534,016.40"
Life Insurance,"12,668.87",104.28,0.82,"172,254,028.80"
Manufacturing And Processing,"7,070.82",113.93,1.63,"159,311,616.70"
Microfinance Index,"4,740.48",43.28,0.92,"289,210,411.80"
Mutual Fund,19.27,0.06,0.36,"7,293,716.18"
Non Life Insurance,"12,005.13",73.44,0.61,"185,072,886.30"
Others Index,"2,275.70",-8.31,-0.36,"129,769,576.90"
Trading Index,"4,173.16",29.88,0.72,"18,381,853.20"
