Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,513.87",-72.32,-2.80,"4,090,765,325.00"
Sensitive Index,473.35,-14.17,-2.91,"4,484,040,000.00"
Float Index,172.72,-5.61,-3.15,"4,046,370,000.00"
Sensitive Float Index,152.56,-5.92,-3.73,"2,769,560,000.00"
Banking SubIndex,"1,704.52",-40.73,-2.33,"775,786,029.04"
Development Bank Index,"4,552.96",-203.01,-4.27,"450,058,908.70"
Finance Index,"2,278.86",-110.42,-4.62,"318,636,360.10"
Hotels And Tourism,"3,015.65",-82.59,-2.67,"19,639,462.10"
HydroPower Index,"2,860.77",-97.34,-3.29,"1,166,247,582.80"
Investment,78.16,-2.71,-3.35,"174,108,696.30"
Life Insurance,"13,364.76",-372.10,-2.71,"163,720,095.30"
Manufacturing And Processing,"5,891.37",-125.27,-2.08,"192,538,224.90"
Microfinance Index,"4,858.65",-131.57,-2.64,"382,665,571.10"
Mutual Fund,14.89,-0.23,-1.52,"19,650,797.95"
Non Life Insurance,"11,257.62",-248.69,-2.16,"175,253,072.70"
Others Index,"1,955.67",-69.89,-3.45,"219,931,060.90"
Trading Index,"2,632.85",-118.03,-4.29,"7,780,952.50"
