Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,006.52",-16.82,-0.83,"2,797,577,432.68"
Sensitive Index,355.78,-2.42,-0.67,"822,557,363.80"
Float Index,135.75,-1.09,-0.79,"2,721,242,610.10"
Sensitive Float Index,116.15,-0.84,-0.71,"808,342,594.40"
Banking SubIndex,"1,047.21",-8.55,-0.81,"180,036,178.10"
Development Bank Index,"3,921.95",-22.08,-0.55,"106,442,572.60"
Finance Index,"2,002.53",-33.53,-1.64,"298,029,769.00"
Hotels And Tourism,"5,043.24",-58.85,-1.15,"33,123,072.80"
HydroPower Index,"2,467.38",-24.15,-0.96,"1,032,989,381.00"
Investment,74.94,-0.22,-0.30,"91,696,586.30"
Life Insurance,"10,122.80",-34.27,-0.33,"190,485,710.50"
Manufacturing And Processing,"6,614.55",-107.07,-1.59,"156,107,374.50"
Microfinance Index,"4,060.87",-20.48,-0.50,"464,309,977.50"
Mutual Fund,18.12,-0.01,-0.06,"4,063,739.58"
Non Life Insurance,"10,357.64",-51.45,-0.49,"80,847,480.30"
Others Index,"1,674.12",-23.54,-1.38,"115,993,203.00"
Trading Index,"2,794.79",-10.67,-0.38,"9,500,407.40"
