Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,165.24",11.17,0.52,"3,348,679,900.45"
Sensitive Index,410.46,3.33,0.82,"1,212,794,819.70"
Float Index,150.25,1.06,0.71,"3,287,439,137.90"
Sensitive Float Index,135.08,1.39,1.04,"1,210,402,688.90"
Banking SubIndex,"1,313.49",29.66,2.31,"873,346,796.50"
Development Bank Index,"4,070.05",49.15,1.22,"346,195,515.80"
Finance Index,"1,972.11",-18.64,-0.94,"167,587,549.70"
Hotels And Tourism,"5,827.80",-37.65,-0.64,"108,835,527.20"
HydroPower Index,"2,371.71",-19.68,-0.82,"300,722,335.90"
Investment,74.18,-0.26,-0.35,"70,355,446.10"
Life Insurance,"12,244.09",-48.76,-0.40,"291,173,407.30"
Manufacturing And Processing,"5,860.37",66.20,1.14,"226,387,455.50"
Microfinance Index,"4,107.89",-20.83,-0.50,"249,060,840.90"
Mutual Fund,15.06,0.04,0.25,"3,857,245.00"
Non Life Insurance,"11,726.80",-1.89,-0.02,"549,413,298.40"
Others Index,"1,562.55",-15.11,-0.96,"43,957,569.30"
Trading Index,"2,795.38",128.78,4.83,"60,403,395.30"
