Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,094.05",17.60,0.57,"13,421,974,792.00"
Sensitive Index,571.39,3.40,0.60,"13,673,700,000.00"
Float Index,216.57,1.30,0.60,"13,310,600,000.00"
Sensitive Float Index,192.73,1.32,0.69,"9,645,140,000.00"
Banking SubIndex,"2,024.75",-7.59,-0.37,"1,883,980,000.00"
Development Bank Index,"5,965.25",241.65,4.22,"2,682,690,000.00"
Finance Index,"3,268.58",120.22,3.82,"2,384,120,000.00"
Hotels And Tourism,"3,548.57",11.51,0.33,"56,341,100.00"
HydroPower Index,"3,674.30",169.37,4.83,"4,256,680,000.00"
Investment,110.79,-0.09,-0.08,"495,979,000.00"
Life Insurance,"17,577.94",-154.64,-0.87,"471,786,000.00"
Manufacturing And Processing,"7,128.22",-27.29,-0.38,"313,698,000.00"
Microfinance Index,"5,927.53",37.57,0.64,"924,736,000.00"
Mutual Fund,16.58,-0.05,-0.33,"44,049,600.00"
Non Life Insurance,"14,415.62",-52.74,-0.36,"977,382,000.00"
Others Index,"2,011.71",-6.00,-0.30,"624,200,000.00"
Trading Index,"3,743.12",-11.39,-0.30,"23,031,800.00"
