Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,556.80",-5.66,-0.36,"1,252,748,181.00"
Sensitive Index,308.27,-1.81,-0.58,"955,337,000.00"
Float Index,108.28,-0.42,-0.39,"960,634,000.00"
Sensitive Float Index,101.72,-0.54,-0.53,"757,059,000.00"
Banking SubIndex,"1,243.00",-6.02,-0.48,"297,260,000.00"
Development Bank Index,"2,027.38",-29.19,-1.42,"151,798,000.00"
Finance Index,820.03,-1.60,-0.19,"136,990,000.00"
Hotels And Tourism,"1,730.02",-1.82,-0.10,"3,036,320.00"
HydroPower Index,"1,326.01",-5.06,-0.38,"185,069,000.00"
Life Insurance,"9,423.21",-18.98,-0.20,"68,615,800.00"
Manufacturing And Processing,"3,002.07",-14.42,-0.48,"25,828,200.00"
Microfinance Index,"2,504.66",-11.23,-0.45,"57,083,800.00"
Mutual Fund,10.42,-0.04,-0.34,"2,564,930.00"
Non Life Insurance,"7,735.77",31.58,0.41,"134,735,000.00"
Others Index,"1,011.70",-1.54,-0.15,"98,092,100.00"
Trading Index,"1,065.23",13.20,1.25,"1,862,650.00"
