Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,667.40",-13.03,-0.48,"7,728,861,250.73"
Sensitive Index,471.20,-1.76,-0.37,"2,617,305,692.50"
Float Index,183.37,-0.94,-0.51,"7,561,210,129.58"
Sensitive Float Index,155.75,-0.55,-0.35,"2,617,305,692.50"
Banking SubIndex,"1,481.49",-8.14,-0.54,"562,422,870.40"
Development Bank Index,"5,526.19",-92.00,-1.63,"544,305,331.50"
Finance Index,"3,556.15",-13.28,-0.37,"1,523,732,854.20"
Hotels And Tourism,"6,726.29",-33.20,-0.49,"95,639,287.20"
HydroPower Index,"3,491.97",-14.53,-0.41,"2,860,426,223.00"
Investment,104.64,0.09,0.08,"694,325,422.60"
Life Insurance,"12,971.71",-72.63,-0.55,"240,469,948.40"
Manufacturing And Processing,"6,787.28",46.02,0.68,"153,004,388.50"
Microfinance Index,"5,091.09",-48.49,-0.94,"535,856,673.38"
Mutual Fund,21.88,-0.02,-0.12,"14,039,393.65"
Non Life Insurance,"12,837.64",-22.38,-0.17,"185,668,304.00"
Others Index,"2,008.08",-14.54,-0.71,"185,009,191.90"
Trading Index,"3,493.72",-2.65,-0.07,"10,006,703.10"
