Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,662.08",-8.62,-0.32,"6,280,296,245.03"
Sensitive Index,446.44,0.40,0.09,"2,322,750,704.80"
Float Index,179.16,-0.39,-0.21,"6,024,603,098.20"
Sensitive Float Index,150.09,0.15,0.10,"2,322,750,704.80"
Banking SubIndex,"1,355.12",-2.90,-0.21,"363,022,922.00"
Development Bank Index,"5,406.01",-42.39,-0.77,"594,866,818.20"
Finance Index,"2,525.85",-22.48,-0.88,"136,206,291.90"
Hotels And Tourism,"6,447.16",9.30,0.14,"38,068,621.20"
HydroPower Index,"3,430.07",-15.70,-0.45,"2,117,419,720.10"
Investment,111.21,1.84,1.68,"1,246,091,224.50"
Life Insurance,"13,190.30",-81.63,-0.61,"352,769,111.80"
Manufacturing And Processing,"7,015.13",-59.75,-0.84,"219,505,890.10"
Microfinance Index,"4,808.58",-12.94,-0.26,"240,884,298.20"
Mutual Fund,19.34,0.05,0.26,"12,933,919.73"
Non Life Insurance,"12,274.14",10.43,0.08,"92,933,282.10"
Others Index,"2,414.46",-19.60,-0.80,"611,941,160.60"
Trading Index,"4,590.13",-65.41,-1.40,"10,893,757.50"
